filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted,non_upscaled_version
00004ad1,b93f6e608b29d7f2d23be9999ead26005635371f,47e5dc2d9977c00204c34d318813e136d72e63d0,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,1
0000c4dd,dec10d7d7febc70929ad5c52105f4bd5fc5e466f,882316907bd3ea433906d747babccf63fa0b5fbc,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,1
0000c4dd_d0bf2476e36b7e6db64e892154845abf,dc45f0a37611025b189bea53c381a285efa4291b,749ef34f5907979836e3a2fca48028cc12da80d7,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,1
0000f06e,f631c0be788c2bf0c2d0658e60a0371150438197,b201ab9c417d4add369a02a888525a85fd52d471,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,1
00012016,04c10e41272c64574632a5a72599176381bb2a10,11e6cd49e4e060e6a769f344034281f4da406574,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,1
00022016,0bbaa4937ed1bdafe67235529aaa6b7723b1556a,3dec806eb52385e4fe72dac711f056b3a0cb6549,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,1
00024ad1,e5aa6fbe3eddf144c215f0a9c0ed8216e3fb4894,d9c07c7ff7d8227310d3e173c878b51022337496,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,1
0002936b,0249acf9d0dbcadb944f66b56c0a073658d82ba2,6b129ab8b8c438096fd6e636aa3174cd510d493f,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,1
0002cca2,50559aff150b41e7f92eba23c5ce023c4c0ebc24,1f0cfc4280d04c4cb7347e0f01550a1ce051c696,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,1
00032016,30f5387dfd00f7618c4883d2b26d01e8aaba9e05,df45535014bb584f714023cc6df33a772a7e3243,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,1
000382c8,295c0890fbedc82ded389a749a8eb485b4b512b1,406a84bf257d312eaff71ccf5fcbca6147bd2b1f,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,1
0003c3de,c8db8d68b8382f26bb01d0ce2f848a10152efe88,594d396b181cbd3e6a84adc4e6b12c74219813d0,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,1
0003c3de_59747dd0818a4f3d78cd7938115b9093,aea0aa102d7610bbfc5295965de1f29eb7e36bc8,8e1902f21a92b36ab305e7ce25e00d5078596c05,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,1
00042016,ae54216a07e593caf2710756fe77ece0c6bf1238,f453618ffb51a8b08a8db26a9bc58f85ac1f9334,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,1
000430f2,1e5f2e27e65e07c2c477dd501d61e4fdbb8fd1fc,813e4f39b40c8ac8f2d3578122a5d35b6506f114,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,1
