filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted,non_upscaled_version,npot_resized
d_oil_ref_add_alp_ovl_mod1120.bmp,acbee05439cd59b2cb7691405b8641d22b4ac664,f5682557eca240f0c65f09a1c1b47feb7093666c,true,ps2 textures\OPAQUE\same sha1,true,false,0,none,false,5,false
door_b00.bmp,beda68811c4bc0a370a93c7a1a578d50175d1dae,ff3e67a68c15f3f8a6c8147eabcb2f01845acaae,true,ps2 textures\OPAQUE\bp_remade,true,false,0,none,false,5,false
ghost_pos.bmp,588d146de14af300e40c4ed8a4465d466cdd48d3,be6649b49796615f6a0b016815fea789e787f249,true,ps2 textures\OPAQUE\bp_remade,true,false,0,none,false,5,false
iro_boots.bmp,9356d052a7df7b79cae479f8a308f27608fc4ba6,ef85e8331ad6fa76433d977d5d51c638712bb563,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared,true,false,0,none,false,5,false
iro_hair_base.bmp,fd0fbcad6d3a8e6955f87452b62c11cf9f472bb3,f8656209fe1d44a806f8040983112db1d7fb3683,true,ps2 textures\OPAQUE\bp_remade,true,false,0,none,false,5,false
iro_hi_face.bmp,2dd5d9059ad369f42775b8599127c24da1568d3b,723c1c82dffc3cd3e14c9210710321c10e505019,true,ps2 textures\OPAQUE\bp_remade,true,false,0,none,false,5,false
iro_hi_face_bandage.bmp,a189b26c6e14d6cca721baf8bbb4b3946615f6c9,6478c013ed73f8e3b8fe20b9e63e84dd4aa3b813,true,ps2 textures\OPAQUE\bp_remade,true,false,0,none,false,5,false
iro_snawear.bmp,fdb69009abc2c43c51cf8eab69fba8320ae112fa,3cc33476e14a7d755a3c3ead1540586d31fa3098,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared,true,false,0,none,false,5,false
m3l_gou_02msk.bmp,e51a8353371dece6a1942a3ea30f7ca8a25e4702,36bb9b4cd97cc1be867153de012c8be0e1cee838,true,ps2 textures\HAS ALPHA\bp_remade,false,false,0,none,false,5,false
megami.bmp,c9dface7557e8cb49a86944782e97700cfc9de18,954edeac6bbef19147adb3be957e39eca14bb969,true,ps2 textures\OPAQUE,true,false,0,none,false,5,false
n_oil_ref_add_alp_ovl_mod1120.bmp,78f056e0ef8527f982abc724b152296db2fc824e,2ab164b2e14e902d4427782853e2c7f040f3992c,true,ps2 textures\OPAQUE\same sha1,true,false,0,none,false,5,false
org_chest.bmp,45f4d06caabdaa58803b291745c2b7c2e76ff9ce,9bcf23babdcd4e36005d0896e86adfe82b152a11,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared,true,false,0,none,false,5,false
police_pos.bmp,eb3413271a96ce945625489b9f62edec510b77a0,7e4ee7d5b722f5fc1ced0d09b402e283ca7169d1,true,ps2 textures\OPAQUE\bp_remade,true,false,0,none,false,5,false
s_oil_ref_add_alp_ovl_mod1120.bmp,c83cf438c64a5e14abf87337aa7c19990a66b7bf,74492e47aafc0fe703d1d87b81dc1202122926b9,true,ps2 textures\OPAQUE\same sha1,true,false,0,none,false,5,false
