filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted,non_upscaled_version,npot_resized
d_oil_ref_add_alp_ovl_mod1120.bmp,acbee05439cd59b2cb7691405b8641d22b4ac664,2ccdcf496ab53a984555c960ffdd74752f42a8ad,true,ps2 textures\OPAQUE\same sha1,true,true,4,remarci_4x,false,0,false
door_b00.bmp,beda68811c4bc0a370a93c7a1a578d50175d1dae,c94efe75d06b120347d1f0d00baa8fccfd01c18b,true,ps2 textures\OPAQUE\bp_remade,true,true,4,remarci_4x,false,0,false
ghost_pos.bmp,588d146de14af300e40c4ed8a4465d466cdd48d3,41511d7f44414e9596418086ad60eecb8b430605,true,ps2 textures\OPAQUE\bp_remade,true,true,4,remarci_4x,false,0,false
iro_boots.bmp,9356d052a7df7b79cae479f8a308f27608fc4ba6,3c70a89e26e0ad697b7b8dcc6755b7e47ebc62a4,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared,true,true,4,remarci_4x,false,0,false
iro_hair_base.bmp,fd0fbcad6d3a8e6955f87452b62c11cf9f472bb3,67582d57fdcb6d4ac2d963c283c3ce4d28b8ad32,true,ps2 textures\OPAQUE\bp_remade,true,true,4,remarci_4x,false,0,false
iro_hi_face.bmp,2dd5d9059ad369f42775b8599127c24da1568d3b,3016758e6c868577718f5c4fe8474b1f3bbfe7ee,true,ps2 textures\OPAQUE\bp_remade,true,true,4,remarci_4x_extra_smooth,false,0,false
iro_hi_face_bandage.bmp,a189b26c6e14d6cca721baf8bbb4b3946615f6c9,2dd03edb52eb707922b37d87e335464a28d7b60c,true,ps2 textures\OPAQUE\bp_remade,true,true,4,remarci_4x_extra_smooth,false,0,false
iro_snawear.bmp,fdb69009abc2c43c51cf8eab69fba8320ae112fa,9e0c8c9eb74b59e9882378c1ad0d79ebc555de9e,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared,true,false,0,none,false,4,true
m3l_gou_02msk.bmp,e51a8353371dece6a1942a3ea30f7ca8a25e4702,3f35455a9a84b37dfdad43124135cf00e345a2fe,true,ps2 textures\HAS ALPHA\bp_remade,false,true,4,remarci_4x,false,0,false
megami.bmp,c9dface7557e8cb49a86944782e97700cfc9de18,e78782c39c4e54adf23155cbfe60081b2c3d3942,true,ps2 textures\OPAQUE,true,true,4,remarci_4x,false,0,false
n_oil_ref_add_alp_ovl_mod1120.bmp,78f056e0ef8527f982abc724b152296db2fc824e,563e3e8f12f76dc6bdedc631c2d294d74769ef33,true,ps2 textures\OPAQUE\same sha1,true,true,4,remarci_4x,false,0,false
org_chest.bmp,45f4d06caabdaa58803b291745c2b7c2e76ff9ce,62f0a311ddc0cfdf60e4e3ac1b03e96b7bc5af95,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared,true,true,4,remarci_4x,false,0,false
police_pos.bmp,eb3413271a96ce945625489b9f62edec510b77a0,d38cea1c531228338d36be9055af2782caf2985f,true,ps2 textures\OPAQUE\bp_remade,true,true,4,remarci_4x,false,0,false
s_oil_ref_add_alp_ovl_mod1120.bmp,c83cf438c64a5e14abf87337aa7c19990a66b7bf,c7128f358151a0a7e53d2c2f39f2c1d8ead8b95b,true,ps2 textures\OPAQUE\same sha1,true,true,4,remarci_4x,false,0,false
sel_bag2blood.bmp,4b1c7cbd2cb0cf5918124e7fbe8010093ec8e746,8ae5d22a4362f2b6914cb36cce32c7abead8f4ea,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared,true,true,4,remarci_4x,false,0,false
sel_boots.bmp,e47cd1f634a659f6bb5325e046a98183311490d0,2e059a13a1633cc159350319d056d502db65b7f7,true,ps2 textures\OPAQUE\bp_remade,true,true,4,remarci_4x,false,0,false
sna_body_ss01dt.bmp,9969aceffce765b818bf5d3529e8c1c800fbd27c,4823bdd7f3e9f457957708357318272e3a0c7625,true,ps2 textures\OPAQUE\bp_remade,true,true,4,remarci_4x,false,0,false
sna_hair1_alp_ovl.bmp,14b8070f96043ac6387a3ca41b9698428a5373c6,3915b9cc8c7071ab8f00433e9d60ea00cf1c3918,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared,false,false,0,none,false,4,true
sna_hi_face_shave.bmp,21ff6ad61adc0e055916fc2cf60bad61ef3cc90d,7ebd9a28abe5cb279c1b72927878f5bd02f8be29,true,ps2 textures\OPAQUE,true,true,4,remarci_4x_extra_smooth,false,0,false
w00a_pol1.bmp,6ce5bd4b2a7b4855d6a923604504f32b2b2f0e30,4939b91e80c853e4a745761b0cee49ace1ba576a,true,ps2 textures\OPAQUE,true,true,4,remarci_4x,false,0,false
w01a0_box00.bmp,ebbe038fe3b8834a5f91994faa4fd1aae840c969,c50d67c03cec9bf5acfbe4f05cf153943f3a9c5f,true,ps2 textures\OPAQUE\bp_remade,true,true,4,remarci_4x,false,0,false
w01a0_box002.bmp,ddf7d852f4061cf945d5779d1e6466ba2c59063f,862d9566fd77fc14fd8d9498b252788402d6cdef,true,ps2 textures\OPAQUE\bp_remade,true,true,4,remarci_4x,false,0,false
w01a0_fl00_bld080_ovl.bmp,75c10be25bddaad24334ae09f93af10e6dd77658,5b65c0c80a75b024424bacae0edcffa7442dbb12,true,ps2 textures\HAS ALPHA\bp_remade,false,true,4,remarci_4x,false,0,false
w01a0_fl02_bld080_ovl.bmp,f3340df47c731883a6d9cdd219ecb06b50035feb,dad1c980abd0ea31cd5db4b8f25d726b11d7877c,true,ps2 textures\HAS ALPHA\bp_remade,false,true,4,remarci_4x,false,0,false
w01b_wlp03_bld075_ovl.bmp,e10f7535a45a2a7b881d2463c916c53cff2dfcec,06c0e70a511fa360c2f2bd78c958c1352354f020,true,ps2 textures\HAS ALPHA\bp_remade,false,true,4,remarci_4x,false,0,false
w01c_flp00_bld095_ovl.bmp,5d927167eca6a13885cc7b1526b566f3fcf4fe49,8ce294f24b004f6c7e7a0d5bf9702db38874edc6,true,ps2 textures\HAS ALPHA\bp_remade,false,true,4,remarci_4x,false,0,false
w03a_pp02.bmp_09b1a01b9996f568e8ca8e878bee4475,ceaf7f8e713e207f65f69061e6e0594cfd24e5c8,7a3d45bf3f686a0af5e3a7fe2234938f9d269763,true,ps2 textures\OPAQUE\same sha1,true,true,4,remarci_4x,false,0,false
w11_drum_f1.bmp,1a8e1f91daaf3d1cfe7b9fa6268aaca087aa21ad,cd872e20ec7ef0f44e7f20eb6e5845b1a82079f1,true,ps2 textures\OPAQUE\bp_remade,true,true,4,remarci_4x,false,0,false
w11a2_closed_shatter.bmp,521067858249bab4a1f3d0963f73a8b840323ff0,8f04873b70f4d7490012714e8004db58a2eebf81,true,ps2 textures\OPAQUE\bp_remade,true,true,4,remarci_4x,false,0,false
w24a_flag_usa.bmp,489e2e6efa708148de758a3ad7ea0f7f8280708a,4dfaf8c153e0565867e71955cc52dc9cf4fc953b,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared,true,true,4,remarci_4x,false,0,false
w24c1_rev_disp_01.bmp,515058f05032ac3cd4fa6233288baae531c44197,01447f676350e5289a34fcd9a129914cc87eb0f7,true,ps2 textures\OPAQUE,true,true,4,remarci_4x,false,0,false
w32a_asi00.bmp,f696647202cf19ecbaf1fb2bec08cacd46fd27f1,faef18a1c5c677561727f49777cd12af7af9df15,true,ps2 textures\OPAQUE\bp_remade,true,true,4,remarci_4x,false,0,false
w43a_wall_right_08_alp_ovl.bmp,9c1cf25015a9c265b458b4a2b33c7962523a7120,c8ba88f2bf74cd189f18aefd10e20ebec0d2cc09,true,ps2 textures\HAS ALPHA\bp_remade,false,true,4,remarci_4x,false,0,false
zoe_pos_n.bmp,1b71edf04fcc2c017ff29ce9a0d6a93512b8f996,4c65f8397064a2ab338561e2acce9c1824a57ba1,true,ps2 textures\OPAQUE\bp_remade,true,true,4,remarci_4x,false,0,false
